OrderID,CustomerID,Product,Quantity,Price,OrderDate,Revenue
224,796,Laptop,1,1497,2023-01-10 07:00:00,1497
225,28,Headphones,4,550,2023-01-10 08:00:00,2200
226,620,Monitor,4,1065,2023-01-10 09:00:00,4260
227,556,Tablet,1,335,2023-01-10 10:00:00,335
228,340,Tablet,2,56,2023-01-10 11:00:00,112
229,798,Headphones,3,1272,2023-01-10 12:00:00,3816
230,958,Phone,3,708,2023-01-10 13:00:00,2124
231,331,Laptop,4,986,2023-01-10 14:00:00,3944
232,640,Monitor,4,1491,2023-01-10 15:00:00,5964
233,506,Laptop,4,101,2023-01-10 16:00:00,404
234,348,Monitor,3,292,2023-01-10 17:00:00,876
235,473,Tablet,4,1292,2023-01-10 18:00:00,5168
236,231,Laptop,3,567,2023-01-10 19:00:00,1701
237,190,Headphones,3,1019,2023-01-10 20:00:00,3057
238,225,Phone,2,158,2023-01-10 21:00:00,316
239,385,Headphones,2,1424,2023-01-10 22:00:00,2848
240,377,Phone,2,970,2023-01-10 23:00:00,1940
241,283,Laptop,4,115,2023-01-11 00:00:00,460
242,958,Laptop,3,1083,2023-01-11 01:00:00,3249
243,633,Phone,4,251,2023-01-11 02:00:00,1004
244,628,Tablet,3,950,2023-01-11 03:00:00,2850
245,973,Monitor,2,263,2023-01-11 04:00:00,526
246,745,Headphones,2,117,2023-01-11 05:00:00,234
247,259,Headphones,4,808,2023-01-11 06:00:00,3232
248,359,Headphones,3,915,2023-01-11 07:00:00,2745
249,710,Laptop,4,376,2023-01-11 08:00:00,1504
250,456,Headphones,1,1123,2023-01-11 09:00:00,1123
251,411,Monitor,4,1090,2023-01-11 10:00:00,4360
252,649,Monitor,2,572,2023-01-11 11:00:00,1144
253,318,Phone,3,1379,2023-01-11 12:00:00,4137
254,677,Laptop,3,1465,2023-01-11 13:00:00,4395
255,225,Monitor,4,1037,2023-01-11 14:00:00,4148
256,819,Tablet,2,1197,2023-01-11 15:00:00,2394
257,234,Laptop,1,1053,2023-01-11 16:00:00,1053
258,684,Laptop,4,553,2023-01-11 17:00:00,2212
259,664,Monitor,3,1298,2023-01-11 18:00:00,3894
260,975,Tablet,2,805,2023-01-11 19:00:00,1610
261,827,Phone,3,1391,2023-01-11 20:00:00,4173
262,374,Monitor,3,522,2023-01-11 21:00:00,1566
263,672,Tablet,3,907,2023-01-11 22:00:00,2721
264,608,Laptop,3,590,2023-01-11 23:00:00,1770
265,472,Tablet,1,1431,2023-01-12 00:00:00,1431
266,233,Laptop,2,918,2023-01-12 01:00:00,1836
267,692,Monitor,4,927,2023-01-12 02:00:00,3708
268,113,Monitor,2,989,2023-01-12 03:00:00,1978
269,830,Headphones,2,926,2023-01-12 04:00:00,1852
270,497,Headphones,2,846,2023-01-12 05:00:00,1692
271,442,Headphones,4,521,2023-01-12 06:00:00,2084
272,564,Monitor,2,887,2023-01-12 07:00:00,1774
273,268,Phone,4,1373,2023-01-12 08:00:00,5492
274,510,Monitor,4,133,2023-01-12 09:00:00,532
275,807,Tablet,1,426,2023-01-12 10:00:00,426
276,386,Monitor,3,1386,2023-01-12 11:00:00,4158
277,387,Monitor,4,1393,2023-01-12 12:00:00,5572
278,113,Laptop,3,253,2023-01-12 13:00:00,759
279,613,Laptop,2,1428,2023-01-12 14:00:00,2856
280,625,Laptop,3,1058,2023-01-12 15:00:00,3174
281,952,Monitor,3,1367,2023-01-12 16:00:00,4101
282,81,Phone,3,553,2023-01-12 17:00:00,1659
283,699,Tablet,2,1218,2023-01-12 18:00:00,2436
284,113,Tablet,2,588,2023-01-12 19:00:00,1176
285,2,Phone,4,66,2023-01-12 20:00:00,264
286,642,Phone,4,624,2023-01-12 21:00:00,2496
287,220,Tablet,1,625,2023-01-12 22:00:00,625
288,566,Headphones,2,1064,2023-01-12 23:00:00,2128
289,855,Laptop,1,1112,2023-01-13 00:00:00,1112
290,997,Laptop,2,179,2023-01-13 01:00:00,358
291,736,Tablet,3,164,2023-01-13 02:00:00,492
292,225,Phone,1,999,2023-01-13 03:00:00,999
293,385,Headphones,1,1118,2023-01-13 04:00:00,1118
294,403,Tablet,1,265,2023-01-13 05:00:00,265
295,638,Laptop,2,897,2023-01-13 06:00:00,1794
296,130,Monitor,4,1488,2023-01-13 07:00:00,5952
297,53,Phone,1,738,2023-01-13 08:00:00,738
298,684,Monitor,4,1052,2023-01-13 09:00:00,4208
299,730,Tablet,2,314,2023-01-13 10:00:00,628
300,672,Laptop,1,666,2023-01-13 11:00:00,666
301,710,Headphones,2,1454,2023-01-13 12:00:00,2908
302,416,Monitor,4,350,2023-01-13 13:00:00,1400
303,247,Headphones,4,1034,2023-01-13 14:00:00,4136
304,836,Laptop,1,1244,2023-01-13 15:00:00,1244
305,439,Monitor,4,455,2023-01-13 16:00:00,1820
306,203,Headphones,3,1428,2023-01-13 17:00:00,4284
307,184,Headphones,3,210,2023-01-13 18:00:00,630
308,123,Monitor,1,75,2023-01-13 19:00:00,75
309,401,Laptop,2,132,2023-01-13 20:00:00,264
310,767,Headphones,2,222,2023-01-13 21:00:00,444
311,294,Tablet,2,1048,2023-01-13 22:00:00,2096
312,280,Monitor,3,843,2023-01-13 23:00:00,2529
313,837,Phone,4,1143,2023-01-14 00:00:00,4572
314,884,Phone,3,884,2023-01-14 01:00:00,2652
315,610,Laptop,4,55,2023-01-14 02:00:00,220
316,198,Tablet,3,845,2023-01-14 03:00:00,2535
317,982,Headphones,2,1268,2023-01-14 04:00:00,2536
318,907,Phone,2,574,2023-01-14 05:00:00,1148
319,511,Laptop,2,112,2023-01-14 06:00:00,224
320,752,Tablet,1,1086,2023-01-14 07:00:00,1086
321,144,Tablet,1,810,2023-01-14 08:00:00,810
322,609,Laptop,4,254,2023-01-14 09:00:00,1016
323,201,Laptop,1,946,2023-01-14 10:00:00,946
324,124,Headphones,3,89,2023-01-14 11:00:00,267
325,187,Laptop,3,1238,2023-01-14 12:00:00,3714
326,326,Headphones,4,1104,2023-01-14 13:00:00,4416
327,464,Headphones,4,926,2023-01-14 14:00:00,3704
328,349,Monitor,2,874,2023-01-14 15:00:00,1748
329,771,Tablet,1,958,2023-01-14 16:00:00,958
330,660,Tablet,2,447,2023-01-14 17:00:00,894
331,764,Tablet,1,1296,2023-01-14 18:00:00,1296
332,955,Monitor,1,683,2023-01-14 19:00:00,683
333,932,Headphones,4,1151,2023-01-14 20:00:00,4604
334,403,Headphones,2,888,2023-01-14 21:00:00,1776
335,346,Laptop,2,649,2023-01-14 22:00:00,1298
336,963,Monitor,1,674,2023-01-14 23:00:00,674
337,511,Laptop,1,987,2023-01-15 00:00:00,987
338,147,Monitor,4,933,2023-01-15 01:00:00,3732
339,148,Laptop,3,474,2023-01-15 02:00:00,1422
340,864,Phone,2,436,2023-01-15 03:00:00,872
341,711,Tablet,2,1312,2023-01-15 04:00:00,2624
342,820,Tablet,4,1053,2023-01-15 05:00:00,4212
343,489,Headphones,4,907,2023-01-15 06:00:00,3628
344,929,Phone,2,672,2023-01-15 07:00:00,1344
345,936,Tablet,2,139,2023-01-15 08:00:00,278
346,640,Headphones,1,434,2023-01-15 09:00:00,434
347,551,Phone,3,1212,2023-01-15 10:00:00,3636
348,338,Tablet,2,1046,2023-01-15 11:00:00,2092
349,872,Laptop,4,696,2023-01-15 12:00:00,2784
350,641,Monitor,1,1317,2023-01-15 13:00:00,1317
351,779,Phone,1,471,2023-01-15 14:00:00,471
352,988,Headphones,4,1255,2023-01-15 15:00:00,5020
353,953,Phone,4,1268,2023-01-15 16:00:00,5072
354,473,Headphones,1,923,2023-01-15 17:00:00,923
355,946,Phone,4,102,2023-01-15 18:00:00,408
356,151,Headphones,1,1035,2023-01-15 19:00:00,1035
357,415,Tablet,4,1063,2023-01-15 20:00:00,4252
358,990,Laptop,1,734,2023-01-15 21:00:00,734
359,298,Tablet,2,228,2023-01-15 22:00:00,456
360,611,Laptop,2,342,2023-01-15 23:00:00,684
361,263,Tablet,4,424,2023-01-16 00:00:00,1696
362,764,Tablet,3,1132,2023-01-16 01:00:00,3396
363,144,Phone,2,1127,2023-01-16 02:00:00,2254
364,346,Monitor,1,1318,2023-01-16 03:00:00,1318
365,624,Headphones,3,1222,2023-01-16 04:00:00,3666
366,572,Headphones,1,845,2023-01-16 05:00:00,845
367,881,Headphones,1,1441,2023-01-16 06:00:00,1441
368,2,Laptop,2,65,2023-01-16 07:00:00,130
369,897,Headphones,4,225,2023-01-16 08:00:00,900
370,304,Headphones,4,1479,2023-01-16 09:00:00,5916
371,254,Phone,1,178,2023-01-16 10:00:00,178
372,652,Tablet,2,1296,2023-01-16 11:00:00,2592
373,453,Headphones,1,933,2023-01-16 12:00:00,933
374,37,Monitor,3,1317,2023-01-16 13:00:00,3951
375,160,Headphones,1,475,2023-01-16 14:00:00,475
376,9,Laptop,2,403,2023-01-16 15:00:00,806
377,233,Laptop,1,799,2023-01-16 16:00:00,799
378,99,Laptop,2,793,2023-01-16 17:00:00,1586
379,659,Headphones,4,1399,2023-01-16 18:00:00,5596
380,816,Phone,2,1076,2023-01-16 19:00:00,2152
381,208,Monitor,3,528,2023-01-16 20:00:00,1584
382,131,Headphones,2,1025,2023-01-16 21:00:00,2050
383,404,Phone,3,1154,2023-01-16 22:00:00,3462
384,152,Phone,3,93,2023-01-16 23:00:00,279
385,54,Headphones,1,204,2023-01-17 00:00:00,204
386,120,Headphones,3,996,2023-01-17 01:00:00,2988
387,673,Phone,2,977,2023-01-17 02:00:00,1954
388,920,Phone,4,148,2023-01-17 03:00:00,592
389,628,Phone,2,1470,2023-01-17 04:00:00,2940
390,587,Headphones,4,220,2023-01-17 05:00:00,880
391,625,Phone,3,197,2023-01-17 06:00:00,591
392,968,Laptop,1,172,2023-01-17 07:00:00,172
393,420,Headphones,3,161,2023-01-17 08:00:00,483
394,422,Laptop,3,1072,2023-01-17 09:00:00,3216
395,104,Tablet,4,1061,2023-01-17 10:00:00,4244
396,852,Headphones,2,1203,2023-01-17 11:00:00,2406
397,254,Tablet,1,117,2023-01-17 12:00:00,117
398,227,Phone,1,877,2023-01-17 13:00:00,877
399,112,Phone,1,941,2023-01-17 14:00:00,941
400,510,Monitor,1,1359,2023-01-17 15:00:00,1359
401,473,Phone,2,1078,2023-01-17 16:00:00,2156
402,99,Tablet,1,1191,2023-01-17 17:00:00,1191
403,153,Phone,4,279,2023-01-17 18:00:00,1116
404,861,Headphones,4,209,2023-01-17 19:00:00,836
405,914,Phone,1,1367,2023-01-17 20:00:00,1367
406,896,Monitor,1,235,2023-01-17 21:00:00,235
407,878,Phone,2,1063,2023-01-17 22:00:00,2126
408,338,Tablet,2,926,2023-01-17 23:00:00,1852
409,706,Tablet,1,601,2023-01-18 00:00:00,601
410,822,Phone,2,1297,2023-01-18 01:00:00,2594
411,163,Tablet,3,1225,2023-01-18 02:00:00,3675
412,720,Tablet,1,1213,2023-01-18 03:00:00,1213
413,957,Monitor,2,1440,2023-01-18 04:00:00,2880
414,681,Headphones,4,1201,2023-01-18 05:00:00,4804
415,996,Monitor,1,1424,2023-01-18 06:00:00,1424
416,161,Laptop,1,196,2023-01-18 07:00:00,196
417,580,Monitor,4,1358,2023-01-18 08:00:00,5432
418,801,Phone,4,1291,2023-01-18 09:00:00,5164
419,398,Headphones,2,485,2023-01-18 10:00:00,970
420,277,Phone,4,781,2023-01-18 11:00:00,3124
421,816,Laptop,3,1218,2023-01-18 12:00:00,3654
422,916,Headphones,1,1350,2023-01-18 13:00:00,1350
423,504,Tablet,3,109,2023-01-18 14:00:00,327
424,896,Monitor,2,892,2023-01-18 15:00:00,1784
425,392,Phone,4,1448,2023-01-18 16:00:00,5792
426,135,Laptop,1,453,2023-01-18 17:00:00,453
427,195,Tablet,4,930,2023-01-18 18:00:00,3720
428,401,Monitor,4,1187,2023-01-18 19:00:00,4748
429,640,Tablet,2,664,2023-01-18 20:00:00,1328
430,33,Monitor,2,385,2023-01-18 21:00:00,770
431,688,Headphones,2,880,2023-01-18 22:00:00,1760
432,460,Tablet,2,334,2023-01-18 23:00:00,668
433,955,Tablet,1,178,2023-01-19 00:00:00,178
434,883,Tablet,3,364,2023-01-19 01:00:00,1092
435,470,Headphones,3,1009,2023-01-19 02:00:00,3027
436,375,Laptop,1,120,2023-01-19 03:00:00,120
437,22,Monitor,4,394,2023-01-19 04:00:00,1576
438,750,Tablet,1,1171,2023-01-19 05:00:00,1171
439,670,Headphones,3,1373,2023-01-19 06:00:00,4119
440,38,Laptop,3,225,2023-01-19 07:00:00,675
441,230,Monitor,1,933,2023-01-19 08:00:00,933
442,365,Headphones,2,1148,2023-01-19 09:00:00,2296
443,563,Monitor,4,192,2023-01-19 10:00:00,768
444,438,Tablet,1,980,2023-01-19 11:00:00,980
445,776,Laptop,3,1096,2023-01-19 12:00:00,3288
446,283,Headphones,2,230,2023-01-19 13:00:00,460
447,27,Laptop,4,1118,2023-01-19 14:00:00,4472
448,226,Tablet,3,141,2023-01-19 15:00:00,423
449,277,Laptop,4,1342,2023-01-19 16:00:00,5368
450,798,Laptop,2,83,2023-01-19 17:00:00,166
451,609,Phone,3,727,2023-01-19 18:00:00,2181
452,284,Laptop,2,1437,2023-01-19 19:00:00,2874
453,879,Monitor,1,1206,2023-01-19 20:00:00,1206
454,960,Headphones,1,808,2023-01-19 21:00:00,808
455,481,Phone,4,431,2023-01-19 22:00:00,1724
456,453,Headphones,2,1015,2023-01-19 23:00:00,2030
457,829,Headphones,2,1350,2023-01-20 00:00:00,2700
458,816,Tablet,4,1229,2023-01-20 01:00:00,4916
459,659,Tablet,4,436,2023-01-20 02:00:00,1744
460,516,Phone,4,584,2023-01-20 03:00:00,2336
461,547,Tablet,1,249,2023-01-20 04:00:00,249
462,192,Tablet,4,324,2023-01-20 05:00:00,1296
463,49,Tablet,1,550,2023-01-20 06:00:00,550
464,512,Headphones,4,508,2023-01-20 07:00:00,2032
465,17,Phone,2,99,2023-01-20 08:00:00,198
466,172,Headphones,2,1019,2023-01-20 09:00:00,2038
467,220,Monitor,4,1037,2023-01-20 10:00:00,4148
468,158,Headphones,4,581,2023-01-20 11:00:00,2324
469,477,Monitor,1,1053,2023-01-20 12:00:00,1053
470,46,Laptop,3,677,2023-01-20 13:00:00,2031
471,373,Laptop,1,1165,2023-01-20 14:00:00,1165
472,518,Monitor,2,388,2023-01-20 15:00:00,776
473,99,Monitor,4,1126,2023-01-20 16:00:00,4504
474,892,Headphones,2,53,2023-01-20 17:00:00,106
475,745,Monitor,3,330,2023-01-20 18:00:00,990
476,37,Phone,1,1363,2023-01-20 19:00:00,1363
477,280,Laptop,2,122,2023-01-20 20:00:00,244
478,349,Laptop,1,1210,2023-01-20 21:00:00,1210
479,497,Monitor,4,817,2023-01-20 22:00:00,3268
480,302,Tablet,2,1020,2023-01-20 23:00:00,2040
481,181,Tablet,3,1047,2023-01-21 00:00:00,3141
482,607,Monitor,1,1466,2023-01-21 01:00:00,1466
